image_id,ethnic_group,image_path,exists,file_bytes,sha256,width,height,format,mode,phash,dhash,ahash,has_exif,exif_keys
Li_0185,Li,data/服饰2/民族服饰/黎族/黎族服饰 (265).jpg,True,74174,fc77bc6f06e25e92d2b284da2350a485f524c50e14545af6e1b1ee35bf04bcf9,640,438,JPEG,RGB,d748c537c071ab93,cca3b39154566a60,741018482482aefe,False,
Li_0186,Li,data/服饰2/民族服饰/黎族/黎族服饰 (266).jpg,True,118997,bcc56a05791e97888ef4ec2eaa234b654219cce5d278bbff329343d5a9e720cc,1200,800,JPEG,RGB,99b62a178768f613,f8f0f8b8f838b2f0,1e1e1e1e1e1e081f,False,
Li_0187,Li,data/服饰2/民族服饰/黎族/黎族服饰 (267).jpg,True,23826,cc5298ec77295464be21f538d2ba6ce6f46acc36363b09ce9837d424741f4e10,500,707,JPEG,RGB,e66798983193d969,0c2f4e4d060f2d0d,f7e7e3e7c3e7f7f7,False,
Li_0188,Li,data/服饰2/民族服饰/黎族/黎族服饰 (268).jpg,True,211060,91669759e8cd6819f3c3b4a33cbbb3f70cac6c6bb2a08428bc1f16c61785531a,800,1422,JPEG,RGB,83c1caa6ac9d9aba,c1c3d0120f4d79fc,fff9080803040400,False,
Li_0189,Li,data/服饰2/民族服饰/黎族/黎族服饰 (269).jpg,True,94133,081de1de118d9aa1c270d50a5830b4d963154e67ea2975525e087750daffb81b,800,1067,JPEG,RGB,becdad7d48838609,672ece9d1d3c3d2c,9383274784878787,False,
Li_0190,Li,data/服饰2/民族服饰/黎族/黎族服饰 (27).jpg,True,18322,fda45eed2624841d8dba3b3aae62037a08dbd59e24ae8a2b1eb8567738c768ca,500,500,JPEG,RGB,e2c98d66199bda92,4d570d0d0d4d4d4d,e1e3e7c7c5e7e7e7,False,
Li_0191,Li,data/服饰2/民族服饰/黎族/黎族服饰 (270).jpg,True,217039,8d6d0b201fa102d1a85c2b96fd285f75de8957995796d1bf4a4ca7fdb1a72391,800,1778,JPEG,RGB,f8c792394cd06f94,86874726331ba8b5,fffff0f08080ccc4,False,
Li_0192,Li,data/服饰2/民族服饰/黎族/黎族服饰 (271).jpg,True,132968,6afaf2b41c43b0882777ce677078666f446e28781a030a7661f6e7ec97c3ec45,800,1200,JPEG,RGB,b8338c2693d36b5c,dd9d1b998d97b571,0fcfc1cdc541f9bc,False,
Li_0193,Li,data/服饰2/民族服饰/黎族/黎族服饰 (272).jpg,True,280739,a23699d80ff2deedb4ae91d47228b6fc9dd1e6daaece43f95ba65289b6db2efb,800,1422,JPEG,RGB,fc807f98d16e2073,1033462192332322,c8d8e0f8fad99080,False,
Li_0194,Li,data/服饰2/民族服饰/黎族/黎族服饰 (273).jpg,True,29761,2f0e514090cf913268e9b752f235707bd3e254b3f90786c4a905fcad053ee194,430,578,JPEG,RGB,e93e96c0c0c9cb67,140f1b1303935a0d,df8381c1c1ebefff,False,
Li_0195,Li,data/服饰2/民族服饰/黎族/黎族服饰 (274).jpg,True,147232,147dd4463b547213710b5aa5b65de449a65929ae9e4b3bcfae4c28f47685b183,800,1200,JPEG,RGB,b691f916e68cb990,1c9894e76c6f8308,ffee5f33060300c0,False,
Li_0196,Li,data/服饰2/民族服饰/黎族/黎族服饰 (275).jpg,True,330851,adccfa7167608fe387f0ccb62d53f5b0ef6fdcefa91663c6afbc9ebbca5dfe15,800,1559,JPEG,RGB,ea182323d71fe43c,9b193370848f47cf,0000d8fcf7e70160,False,
Li_0197,Li,data/服饰2/民族服饰/黎族/黎族服饰 (276).jpg,True,246728,d7563d33b54b56bbe7c4162ec7bc69e130d23730e4bdfbd2b7d7b038e795214d,800,1067,JPEG,RGB,8e70afbe48a1978a,072e5892606c6773,ffc30040383e3f3f,False,
Li_0198,Li,data/服饰2/民族服饰/黎族/黎族服饰 (277).jpg,True,206908,6a1ae0fa24fe866d7e4dc7b198cc169bfbab800f4f955630bc8119ce582d8487,1199,800,JPEG,RGB,8237b5b156da6287,ceaaef6ddddb3ba3,07070100077fffff,False,
Li_0199,Li,data/服饰2/民族服饰/黎族/黎族服饰 (278).jpg,True,157609,ee31552b9c26b6ec8a1d7bd7255f322065451f6354f2705caa7da5cb3c77221b,800,1066,JPEG,RGB,890d76727362f239,f37373f3bba9e979,011b1b1b1dff0d0c,False,
Li_0200,Li,data/服饰2/民族服饰/黎族/黎族服饰 (279).jpg,True,47416,36a1b37f4796f2664ed4e0ff7051a39d58a05f1c9b626c69934d537c48de9742,500,375,JPEG,RGB,b4193a4e33661b6d,1ab4b28a8a2a2e0b,001e3e41c3fef7c1,False,
Li_0201,Li,data/服饰2/民族服饰/黎族/黎族服饰 (28).jpg,True,36559,bb266f16c3fc4ec661b55e7243ed134c12347995a11c4e7c82139abeb16861aa,500,500,JPEG,RGB,a4a6daf2691903b7,c82c6fd786ecb293,ffff3f0000000000,False,
Li_0202,Li,data/服饰2/民族服饰/黎族/黎族服饰 (280).jpg,True,105307,24b28f46bfc151534a4a135c53be92d5c08f5d3e32e9208a96f31e4c54750676,800,1200,JPEG,RGB,adc2921f19dc8de4,c8cc861733232696,ffe7e3c38183c3c3,False,
Li_0203,Li,data/服饰2/民族服饰/黎族/黎族服饰 (281).jpg,True,101192,6f39880f2734ca1f705294f4b6ef1c9f9636a456ee03d9c42de559b37c9628e1,693,500,JPEG,RGB,df18b0760ed44b8b,4c397260684a0ed9,0000383838e0ffff,False,
Li_0204,Li,data/服饰2/民族服饰/黎族/黎族服饰 (282).jpg,True,79987,df3321e97e40cfff322cd37ebb431130ea4563b059bded8e4ce8accb02042aa3,800,1421,JPEG,RGB,e1843f72604f1cfc,083436d28a991b03,fffffffae0008000,False,
Li_0205,Li,data/服饰2/民族服饰/黎族/黎族服饰 (283).jpg,True,165595,57e7d6938ded5bd39034e682fd9340fd2f9203b62d4c2d184438212f1daa7c1c,800,1203,JPEG,RGB,9ab7b89932e871d0,7cec48eddd70b3d5,9f1fe4000c1c1900,False,
Li_0206,Li,data/服饰2/民族服饰/黎族/黎族服饰 (284).jpg,True,127634,e222bbbb3aa3a4a2bcf982d2d9121718d5b1ddb8fa586a773e07de03858af987,800,1471,JPEG,RGB,adf2c9349aed540a,4637663b3c2e7273,ffffb39f07060119,False,
Li_0207,Li,data/服饰2/民族服饰/黎族/黎族服饰 (285).jpg,True,33610,6f62a640a9860dbbd5427b1ffdf1d8a0b36a38ec555cf2cedacecf0351430cd4,281,500,JPEG,RGB,8dcad2266b0b4df1,ede453535376b3d3,34ffff090000ffff,False,
Li_0208,Li,data/服饰2/民族服饰/黎族/黎族服饰 (286).jpg,True,190681,b84c3d091bf2a7a22f7a321823b63d79c98e82d5b687da5086d3ddd157000418,1199,800,JPEG,RGB,e5eac61fac334143,e685949692d2ccc4,f3f4e0c35a080022,False,
Li_0209,Li,data/服饰2/民族服饰/黎族/黎族服饰 (287).jpg,True,75479,2cdb70084dcca655c69ba93b30511bc062ab719b456b6a66231bc3da3d731892,500,750,JPEG,RGB,dc82173ad1cd3366,c8c9949091313242,fcfcf8f8c0c098a0,False,
Li_0210,Li,data/服饰2/民族服饰/黎族/黎族服饰 (288).jpg,True,89925,fe741fddef519a353099f82722778b45e22d9e9677f91d1a9ce170c235680eb7,800,1202,JPEG,RGB,b5300f6e4ca971d3,368e9c1e9c145962,0307cfcfc6873f3a,False,
Li_0211,Li,data/服饰2/民族服饰/黎族/黎族服饰 (289).jpg,True,204966,fa61ce9278ccfb8a9ea790e15672bd831d28c19aba10ebae92e6b4ae87542e3d,800,1200,JPEG,RGB,9c0951ece2b32cdb,3ab4ba7b35361894,0b0e0f1fdf870efc,False,
Li_0212,Li,data/服饰2/民族服饰/黎族/黎族服饰 (29).jpg,True,121020,59f3ee70f1d1558cd5a8d98734fef58f01b3343731520bcf567f28655595a9b6,800,1068,JPEG,RGB,b3cc1e30e34d4cb3,0a08f2cf8f9d9c4f,e080f9e3e7c70767,False,
Li_0213,Li,data/服饰2/民族服饰/黎族/黎族服饰 (290).jpg,True,212390,7c7c1b273b64f3245cd650defcd99b1f53fcd8ee8995bc09663c5e49a6112f27,800,1134,JPEG,RGB,ac51279c4bb76833,635a4bd595b52c6f,0000010f5fdf0f27,False,
Li_0214,Li,data/服饰2/民族服饰/黎族/黎族服饰 (291).jpg,True,54634,9638713e2a4ba707ffe966ebc56b66c001224e6d4901c5be1369e7d188467907,500,375,JPEG,RGB,c71d0ee158935b4d,e0e454ccc6c646e5,10303efff3e3e320,False,
Li_0215,Li,data/服饰2/民族服饰/黎族/黎族服饰 (292).jpg,True,152385,b5ca0d388175326d353fb79d8d20cde39deabbbb2ff9ac98e7bd408215338a22,1199,800,JPEG,RGB,a718a635bab5b550,fedabe53c6466666,0f2f5f89002237b7,False,
Li_0216,Li,data/服饰2/民族服饰/黎族/黎族服饰 (293).jpg,True,145504,985c2dd90ac6ccc72af4b17d4dc62856156861b1818a8ff986ecb6a959175761,800,1576,JPEG,RGB,ff8632580c6371d9,6cec4a6731180984,07ffff3198c8c000,False,
Li_0217,Li,data/服饰2/民族服饰/黎族/黎族服饰 (294).jpg,True,47652,21cc6023588acacf525111ee08a429fab42ea636acb7625db009598bbae3ff1f,375,500,JPEG,RGB,b8c3ff8607a550ca,8d999afaf8bd3f36,e7cdc81e3c1e8383,False,
Li_0218,Li,data/服饰2/民族服饰/黎族/黎族服饰 (295).jpg,True,154897,ef80388ce9a21beb99449fdac52e074f48ce195f553e585343a214e76a40cd76,800,1200,JPEG,RGB,b9c6c6d8b268674a,c0f8491a9a9a121e,ffff008fcf0b08cf,False,
Li_0219,Li,data/服饰2/民族服饰/黎族/黎族服饰 (296).jpg,True,45158,e3c02ab19132eb446f1134f39b442fe80529244e67d2ecc9a233e00ffcac9a1a,500,330,JPEG,RGB,c62fdb48213cb173,d86060e4e8e0a4e8,083c3c14747cfcfe,False,
Li_0220,Li,data/服饰2/民族服饰/黎族/黎族服饰 (297).jpg,True,139313,c21218ffddffae8d6e42a3403d0c773447803354c64da397a4eff9c002e5b3b7,800,1200,JPEG,RGB,ecd6354be311ea0c,6524a4842333b397,f7f6f676b19101c3,False,
Li_0221,Li,data/服饰2/民族服饰/黎族/黎族服饰 (298).jpg,True,207113,48d518724869c4cb3e4a9ab2fb7b32d908292813fbd42a5ba7d88d55d5078555,800,1422,JPEG,RGB,b3ed4ea2e2e0f118,cf769a9ad8982d2d,f1934f6f4f4f0500,False,
Li_0222,Li,data/服饰2/民族服饰/黎族/黎族服饰 (299).jpg,True,164982,2b2823fb4320f84b639670f641e1a23a40b815d5bca32ae16c13689543598786,800,1067,JPEG,RGB,f6c809977445e63c,c099c5cc0d4c2e07,20fff7f7e7e70000,False,
Li_0223,Li,data/服饰2/民族服饰/黎族/黎族服饰 (3).jpg,True,183695,f294af18f14809299b34521535dcdfb378f7d8b68541b4d36c8285aa014ff87b,800,800,JPEG,RGB,db3e0e86c1d99962,692d1999d998b8d0,bc80c8ec7c6c4c78,False,
Li_0224,Li,data/服饰2/民族服饰/黎族/黎族服饰 (30).jpg,True,72083,7c333d9f3451eb1faf87f7155ffb3f2b2e4def5395dbf49abdfa175b285752a1,500,500,JPEG,RGB,81f72ab97e025c6c,4555c4e012d2d1e1,00efff7eff7a3900,False,
Li_0225,Li,data/服饰2/民族服饰/黎族/黎族服饰 (300).jpg,True,38279,151f5385614f34152bd225e3e429157eae257652ce39e9b56eaf2bb20cc53e3e,645,430,JPEG,RGB,c9dc1607930cf16f,6222131343d3e34c,38f8f8f8e87030e0,False,
Li_0226,Li,data/服饰2/民族服饰/黎族/黎族服饰 (301).jpg,True,113472,03587887dd508848952a8200d40213a6325b8ad2e061995e5c617b84d3755c31,800,1200,JPEG,RGB,dcf35c164f8b9920,3434986ba2f06563,9cc4cfbdd31c1010,False,
Li_0227,Li,data/服饰2/民族服饰/黎族/黎族服饰 (302).jpg,True,137155,d608c828e7a3125d180de2bf795c69905cd37f3829b0ca01aca79849078386bf,852,800,JPEG,RGB,9a807ec0faa796d4,a5b35ed9396d4d39,f508267fddff8480,False,
Li_0228,Li,data/服饰2/民族服饰/黎族/黎族服饰 (303).jpg,True,150910,e2320c1b7d211ec0c0a044bbe3ed35a930dcfea88fe0eeb973daf46d79b0b677,800,1200,JPEG,RGB,ed9096f88982e4dd,a311868a92966746,ff80f2fb58402020,False,
Li_0229,Li,data/服饰2/民族服饰/黎族/黎族服饰 (304).jpg,True,267167,6e21e52abfdfc94f353cf9320d77f9b6c0b3cc385991dae40a8a4b48c0612418,800,1067,JPEG,RGB,d348a6e6394b08fe,eaa8d0d82ace4c0c,207c0808e0f7e7ef,False,
Li_0230,Li,data/服饰2/民族服饰/黎族/黎族服饰 (305).jpg,True,51428,4680f9b5289a5a457d9e29f77f8e7258852b3a9e47f0cc07bdacac2919f12186,500,375,JPEG,RGB,9f44248ae4edd3d8,e56c58523b79333b,1004a8b199bd999b,False,
Li_0231,Li,data/服饰2/民族服饰/黎族/黎族服饰 (306).jpg,True,45894,5414e1f38a7b44993346f594c1bb150e0111fa22acd068885a154be6cb940311,500,666,JPEG,RGB,fa6b3563189c319a,5141717179557531,81a19999bd819d9d,False,
Li_0232,Li,data/服饰2/民族服饰/黎族/黎族服饰 (307).jpg,True,148492,a6b97dd4cd1f6d9f8ec593bf9b89bbbd2c70f9148172192dc2b8579c5f11c3e0,800,1200,JPEG,RGB,b87a8d2d920f649e,bb3ba9a919b777f6,ffcdc00404011b7f,False,
Li_0233,Li,data/服饰2/民族服饰/黎族/黎族服饰 (308).jpg,True,236019,6b4806f2e52cee7c7df3ce9416b9c52130ada08995373ea6bcc8c5dd946a0985,800,1200,JPEG,RGB,a25509d6eb4d32ea,92da67238facf3db,000003ffffef3905,False,
Li_0234,Li,data/服饰2/民族服饰/黎族/黎族服饰 (309).jpg,True,212363,2a5fd7d40dbbae9ce3d00a2083f5d9baf485f0138414ef389e71cdee11192ac3,800,1490,JPEG,RGB,bcc2c3968bc348fc,e927362626262616,ff83838383879783,False,
Li_0235,Li,data/服饰2/民族服饰/黎族/黎族服饰 (31).jpg,True,23951,38a03eae4094bfc6030e3b155d5638024ec85aacb9401fed7670d507e0a98dbb,500,500,JPEG,RGB,b3cbcc34c7196499,4dcdddcdcd8d1f0f,e7efef67674707a7,False,
Li_0236,Li,data/服饰2/民族服饰/黎族/黎族服饰 (310).jpg,True,73753,f113cad9a513b969a2bb07c00777fe6b8879d75202bc36c9dd70126a1c0f43eb,800,1200,JPEG,RGB,c2961223d9ce79da,cdad75729387edd1,6fe4f8f8c1403418,False,
Li_0237,Li,data/服饰2/民族服饰/黎族/黎族服饰 (311).jpg,True,208202,8e44cceac8d7b717ae05d795bd1a694d289e804c549f28b792a3745c0cc820f0,800,1200,JPEG,RGB,cb20c6f993833b47,c4ac69d311136068,60c0000898f9f8fe,False,
Li_0238,Li,data/服饰2/民族服饰/黎族/黎族服饰 (312).jpg,True,218386,3c23bc97a6c5bbe9293528b0156a75aaa6f41843f4e755a8a789706b6994b958,800,1778,JPEG,RGB,b795f036aa443a35,6c3c32e66e4d060b,bfff9e3103040081,False,
Li_0239,Li,data/服饰2/民族服饰/黎族/黎族服饰 (313).jpg,True,31639,107afde96610e489a110e93478705ac30c1bbc6714d735e4fe7368cef6e5ee8e,333,500,JPEG,RGB,acd0cbf580db7514,810f37b5b6327377,ffff831fc3830101,False,
Li_0240,Li,data/服饰2/民族服饰/黎族/黎族服饰 (314).jpg,True,61581,d1a2e9965bd01bfa1fc6805c1f594353b0bd493a0131ca76a0d48dd247fbf879,750,500,JPEG,RGB,c9cef1a82267f4d0,a370c0c1fb92dada,fffcfc00014bcb4a,False,
Li_0241,Li,data/服饰2/民族服饰/黎族/黎族服饰 (315).jpg,True,57346,977d6eccad3fb7ce98d10366b9ee13b443c1968dd3f92b6c29debe56c8d9b132,500,666,JPEG,RGB,eb85664a39c1697a,5d475b5b19412929,a1a3e9e989f1a181,False,
Li_0242,Li,data/服饰2/民族服饰/黎族/黎族服饰 (316).jpg,True,122959,4f5ccd5ebc560342d7200e4dcbd9d73499ddb84cac933419ecb565a583921987,800,1142,JPEG,RGB,8c868386cca3f5b7,e168c2a325e2db73,7f3c003810182d18,False,
Li_0243,Li,data/服饰2/民族服饰/黎族/黎族服饰 (317).jpg,True,41419,2b36dcaa43b9c3c507e0dc53561b9d8adf200b5b048c94374bbc22b15e625153,500,667,JPEG,RGB,f7df16a66d181803,264c31174ecfcfc6,9fff99c1e7630000,False,
Li_0244,Li,data/服饰2/民族服饰/黎族/黎族服饰 (318).jpg,True,88543,ce5f739789b05e21cdc87640c17073eed92f72adafe18ed826b7a5c27190d04c,800,1201,JPEG,RGB,ecb51eda93929898,ce86878703336747,ffe3f3e3e3818181,False,
Li_0245,Li,data/服饰2/民族服饰/黎族/黎族服饰 (319).jpg,True,198902,a7c3e4327be9d9c070855b5c7593c2cfeda345fa26a6cabd88b7829a66a8ac82,800,1200,JPEG,RGB,c99e64c00be336cf,e3b171d1f3b293f3,3b18103c3858f818,False,
Li_0246,Li,data/服饰2/民族服饰/黎族/黎族服饰 (32).jpg,True,647258,707d08d3bbce3b310640ef59b3a7afda83279aeba2d5a1cc1aec61e678315fd6,700,990,JPEG,RGB,cc233b4497cc7873,30d82564e4a5a449,000000bf7050ffff,True,"['ResolutionUnit', 'ExifOffset', 'Orientation', 'YCbCrPositioning', 'XResolution', 'YResolution']"
Li_0247,Li,data/服饰2/民族服饰/黎族/黎族服饰 (320).jpg,True,188173,6b77505130339a6fcdc9780e98ea1c59af7a0f58ac9e152238060944164e34c1,800,1206,JPEG,RGB,ac57338d52ec7132,66721e25b5332325,000080f13dfbf3f7,False,
Li_0248,Li,data/服饰2/民族服饰/黎族/黎族服饰 (321).jpg,True,66641,f84a2bb909c90517d2ec7ce7c2e163f95699fa3271e9c310892b3f9de24dac2a,640,426,JPEG,RGB,9098981a69e5aebf,b4bcf4caf8f8fcf8,1f1e3e620c0c1e1c,False,
Li_0249,Li,data/服饰2/民族服饰/黎族/黎族服饰 (322).jpg,True,88887,b768c5a5d646c0e3d94a82ac675741b754964bf466f43d70abc1dd84e648f291,750,500,JPEG,RGB,97929c0486eceef1,fc5849694cccd677,3f0fe5a424200013,False,
Li_0250,Li,data/服饰2/民族服饰/黎族/黎族服饰 (323).jpg,True,43006,acbdacd4f2d2e3ede5050fd2368b98cd4792e7a46dd98e5f8c04cd9c826681cd,475,591,JPEG,RGB,aaf127adc4c69994,c70b19c1163b4b63,f3e1edfddf810101,False,
Li_0251,Li,data/服饰2/民族服饰/黎族/黎族服饰 (324).jpg,True,197685,2ce5bba15ecc0cc1e3fedd9eb7a70a944f78ff1009424764462e960f93e8d25c,800,1200,JPEG,RGB,e45193ccb166e13e,e2fa8ec6a6e6261e,ff0800f3323210ff,False,
Li_0252,Li,data/服饰2/民族服饰/黎族/黎族服饰 (325).jpg,True,67864,d13304cdc94db6f505aa6235adcb1d882c6c55d141eeceda72f262902727552e,500,747,JPEG,RGB,9ae0d6c19a7569c6,6ce51339f9316c78,ff3f011d3d18363c,False,
Li_0253,Li,data/服饰2/民族服饰/黎族/黎族服饰 (326).jpg,True,161272,5bb0f49dbe651731904290a413e33f90524b9abf12cefdd7dea372eb1b1b8e25,800,1067,JPEG,RGB,b650c23ba8bb417e,1c940c2f361a6d69,0400c0c3830fbfff,False,
Li_0254,Li,data/服饰2/民族服饰/黎族/黎族服饰 (327).jpg,True,111026,981341bf828af0649b3e194b909cd8c85c6d4b2c38eb862aef661dc8cf3a1ffe,800,1200,JPEG,RGB,c1c9333facc4c70e,999acaa3334b2c4e,c8c878f8d9e80602,False,
Li_0255,Li,data/服饰2/民族服饰/黎族/黎族服饰 (328).jpg,True,229656,7b7c88945f16435d2845728b7d2a5981dab7e67695eeb7e2b3fd0ecad00ba80a,800,1422,JPEG,RGB,99a5d0d026b756d9,9ef3736f73313939,ff1f3b0319180d1c,False,
Li_0256,Li,data/服饰2/民族服饰/黎族/黎族服饰 (329).jpg,True,105633,1c92959906fbd83036025c96831808f689f233ca819702a7e4afcd9e700e1cc2,800,1200,JPEG,RGB,ed7b124036ab93a5,225053170600a76c,0000ffc7f3fcf307,False,
Li_0257,Li,data/服饰2/民族服饰/黎族/黎族服饰 (33).jpg,True,1145558,11cec19a95afa5ee6b67f97e05ab31e92bd9b5c04e4eefd11e80d8df61890f58,1620,1080,JPEG,RGB,d1196dcf92c64ec2,79ba94dc98a08616,380e0c0efcf8f0c0,True,"['ImageWidth', 'ImageLength', 'BitsPerSample', 'Compression', 'GPSInfo', 'PhotometricInterpretation', 'ResolutionUnit', 'ExifOffset', 'Make', 'Model', 'Software', 'Orientation', 'YCbCrPositioning', 'DateTime', 'SamplesPerPixel', 'XResolution', 'YResolution', 'XMLPacket']"
Li_0258,Li,data/服饰2/民族服饰/黎族/黎族服饰 (330).jpg,True,151155,93bb5a863f4d9591d9d6fc2f7b77f6e5315b8e34f01a2e6c6153ced804cb3f4c,800,1199,JPEG,RGB,e4c3853d1b3b3929,7ec680abab968686,03feff01000203f3,False,
Li_0259,Li,data/服饰2/民族服饰/黎族/黎族服饰 (331).jpg,True,67859,1a1851b270b4c5a9fc21d77fcb75c6e8e0e6ed2e606567504819a47fc056c3f8,640,404,JPEG,RGB,8c787c6f71a29d42,ab21f09bca6665f6,c080ff4f4033373b,False,
Li_0260,Li,data/服饰2/民族服饰/黎族/黎族服饰 (332).jpg,True,173375,2a727131c1250182ac5bde14c9f93a4e8789e29f222b498016e065a8718e052c,800,1067,JPEG,RGB,dfbe8080fc06937c,747978231349491e,ffbf0000c83820ff,False,
Li_0261,Li,data/服饰2/民族服饰/黎族/黎族服饰 (333).jpg,True,207444,261d767f005b0274598d683560d66369cb328c4fb4d3cc08633ea9ec4a1f3c3a,1199,800,JPEG,RGB,81d9d8f29684d76c,b8d3e2ea45ccd7d1,7f793b3f2167331d,False,
Li_0262,Li,data/服饰2/民族服饰/黎族/黎族服饰 (334).jpg,True,77596,359b0826c977ec0d30f83de316c3565eafcfcc00139a37afcdfe4d7e4ebd11cf,500,667,JPEG,RGB,af0650493b6aaecb,33ae6d4f5b1b132f,0006a787bb838383,False,
Li_0263,Li,data/服饰2/民族服饰/黎族/黎族服饰 (335).jpg,True,255655,2cb75a94432d1e424dbc41887d33b8b34c38a67ccb50486dee14f7763449c637,1199,800,JPEG,RGB,8175f8e0c2cec772,869454f298d2d098,6002003e6c7fffff,False,
Li_0264,Li,data/服饰2/民族服饰/黎族/黎族服饰 (336).jpg,True,138019,ac50bba424c3c028b9a5f50887b0ff2e542404f8cd4c40ec48ade5103406de73,800,1200,JPEG,RGB,9d7e4849b395e40e,7231241c71d2f2b8,188096cf18183e7f,False,
Li_0265,Li,data/服饰2/民族服饰/黎族/黎族服饰 (337).jpg,True,236662,396ac7860eb83d91896ba61b171630a7fd7d0c8cee24e49d192241e5ff053cde,800,1203,JPEG,RGB,c31826cbe15e276d,e2b36c98d3c8e046,301906ecf8783ce3,False,
Li_0266,Li,data/服饰2/民族服饰/黎族/黎族服饰 (338).jpg,True,111299,959ae97de0fecd4b69bc3f306957d098a8422e37967e0e948a727b19d597dc16,800,1067,JPEG,RGB,98234f7676c8c48f,24f7b2bd35b4b132,001f7f5f075f3c18,False,
Li_0267,Li,data/服饰2/民族服饰/黎族/黎族服饰 (339).jpg,True,250046,705bec50f2cc16c625c21166d2ba7f3019d9e3ce842ee506403595d2779d8e5a,800,1067,JPEG,RGB,f748b2e6187311f4,c9e0d050224e4ccc,00340800d0e7e7ef,False,
Li_0268,Li,data/服饰2/民族服饰/黎族/黎族服饰 (34).jpg,True,143964,218f64aef1b25a0bf693474644f51a253b64c9d395e6cde0af549304f1f1560e,660,1020,JPEG,RGB,de51a59e386a1b0d,4aca408d312d272f,0c7ef0e0dcbdb107,False,
Li_0269,Li,data/服饰2/民族服饰/黎族/黎族服饰 (340).jpg,True,28678,85e6ccb2d43ed29e62a5d6278057ac0872a76df46b62e978969855ace080320f,500,656,JPEG,RGB,fc91934e2de4c2c3,1a388e2727272727,cfcfff839191c180,False,
Li_0270,Li,data/服饰2/民族服饰/黎族/黎族服饰 (341).jpg,True,257938,f943dda35b05ab16ed1bb65af321360b5d0ff925dec6b00a250345e893e1dc4a,800,1067,JPEG,RGB,922da2a38d14ef6d,d47d69709ac88c8c,7f07000000ef6eff,False,
Li_0271,Li,data/服饰2/民族服饰/黎族/黎族服饰 (342).jpg,True,86284,d6983e747a8b2a8c33f2567c9f3f086ae8d50b4faa0868b26fca2f6bd0cacca8,800,1199,JPEG,RGB,885bd51126ceb9d5,9998f171babbb2d4,78e8f9110a0b7b77,False,
Li_0272,Li,data/服饰2/民族服饰/黎族/黎族服饰 (343).jpg,True,129739,5105735b13d57fbadcea750c5a8b25065a1ea36ebe3c0267a3d701bd38ac0c2b,800,1067,JPEG,RGB,bc4d25c7a6c40fcc,e676b4bc2959adaf,320010dffc2cd7c7,False,
Li_0273,Li,data/服饰2/民族服饰/黎族/黎族服饰 (344).jpg,True,172462,318d875d4849f0dcdc8a19731ddab6b911a69bf2e739eda6d60733278418edad,800,1443,JPEG,RGB,bd9426455f21e6d8,26ba937a78e71b5d,13dfff0f1c310385,False,
Li_0274,Li,data/服饰2/民族服饰/黎族/黎族服饰 (345).jpg,True,225861,f364d125523134cf2dd2e5fa14a93c0f5bd6f63366e0c357fe038af703ee6bd5,1199,800,JPEG,RGB,e1632ac92f4e8d69,d38a82c4dada812e,60e0e0f4eb7f7083,False,
Li_0275,Li,data/服饰2/民族服饰/黎族/黎族服饰 (346).jpg,True,194940,8d19ee89e8280b6e1ef46a7efa937009008b071a7ef2ec60981993586eabe2bc,800,1200,JPEG,RGB,d92ee61f99c02ec1,5858919bda739198,0c0008080899fcfc,False,
Li_0276,Li,data/服饰2/民族服饰/黎族/黎族服饰 (347).jpg,True,161342,3512a44bb88bf0a2cb91e500f5d4b5e3685b5effc9a34672807f5b5394578f4e,1066,800,JPEG,RGB,c44c665b69e13a3b,24e4a6a2b3abcac6,103012fa78fde3f2,False,
Li_0277,Li,data/服饰2/民族服饰/黎族/黎族服饰 (348).jpg,True,31014,9f2676c3a8ee3706852eff6f25a98d735aaa76388d5e9150f758e372ee77c0fc,472,454,JPEG,RGB,f83d87c6e068b03d,3c3b33333333333a,df99899898d9f9ff,False,
Li_0278,Li,data/服饰2/民族服饰/黎族/黎族服饰 (349).jpg,True,161694,f8198ec6fe9ade3452f46e105857108ec95014ea6dc34d910d15c235f1bdeb19,1067,800,JPEG,RGB,b7d046821175ddd9,bc8f7a5edb6e6f6f,7fffffcf0f070000,False,
Li_0279,Li,data/服饰2/民族服饰/黎族/黎族服饰 (35).jpg,True,62820,bcce0c4b68e6ffad91443f75c45b693caa1770f4c743d90437dc913ade5c7bc1,500,750,JPEG,RGB,8429c3da7be732d0,f3b2b616b5a9e896,181b030355ffff06,False,
Li_0280,Li,data/服饰2/民族服饰/黎族/黎族服饰 (350).jpg,True,71706,e76fd7e0dd518fcec81561ddf76ab1e5652b2e1ca02b9ed79f80f11ebf549ead,500,1000,JPEG,RGB,a1215c9bb31f3ca6,ffc7c7cfcffbf3d4,037323276f3f1070,False,
Li_0281,Li,data/服饰2/民族服饰/黎族/黎族服饰 (351).jpg,True,124578,db543775753e22d845cc0138c740e2ee868df467a7b9053b48cf5d374187bd19,800,1422,JPEG,RGB,d21669ed1a1277e4,001c0c3cc0828286,0004060efcf0f040,False,
Li_0282,Li,data/服饰2/民族服饰/黎族/黎族服饰 (352).jpg,True,106175,37f7d129ab99a65daac6a9c3a3f9460fe68322ed1bafbefc0fc75fd28de20836,800,1199,JPEG,RGB,99a066517ae57a99,cef0f8f4b9f87270,363e1f3f1c1c3e1c,False,
