image_id,model,language,true_group,mentions_Miao,mentions_Dong,mentions_Yi,mentions_Li,mentions_Tibetan,mentions_geo_mislocation
Tibetan_0166,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0078,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0185,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0285,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0077,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0056,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0185,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Yi_0557,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0438,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0516,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0007,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0073,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0470,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0556,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0079,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0516,gpt-4o-mini,en,Dong,True,False,False,False,False,True
Li_0166,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0211,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0185,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0370,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0538,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0375,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Li_0427,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0025,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0317,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0236,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0281,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0182,gpt-4o-mini,en,Yi,True,False,True,False,False,False
Miao_0538,gpt-4o-mini,en,Miao,True,False,False,False,False,False
Yi_0592,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0030,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0071,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0590,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Miao_0056,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0082,gpt-4o-mini,en,Li,True,False,False,False,False,False
Yi_0301,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0538,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0111,gpt-4o-mini,en,Yi,True,False,False,False,False,False
Miao_0424,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0350,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0064,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0183,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0061,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0102,gpt-4o-mini,en,Li,False,False,False,False,False,True
Tibetan_0590,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0590,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0362,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0183,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0071,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0537,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0084,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0557,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0430,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0560,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0138,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0246,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0087,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0056,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0084,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0357,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0592,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0084,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Miao_0540,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0556,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0193,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0599,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0430,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0133,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0229,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0276,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0549,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Miao_0025,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0276,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0156,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0196,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0119,gpt-4o-mini,en,Li,True,False,False,False,False,True
Dong_0211,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0133,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0011,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0077,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Tibetan_0474,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0442,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0138,gpt-4o-mini,en,Li,True,False,False,False,False,False
Li_0246,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0239,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0301,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0074,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0491,gpt-4o-mini,en,Yi,True,False,False,False,False,True
Dong_0056,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0287,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0078,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0427,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0442,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0370,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0590,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0317,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0229,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0430,gpt-4o-mini,en,Yi,True,False,True,False,False,False
Li_0413,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0012,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0031,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0474,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0061,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0105,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0105,gpt-4o-mini,en,Yi,False,False,False,False,False,True
Miao_0219,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0597,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0082,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0229,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0571,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0276,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0507,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0012,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0470,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0536,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0362,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0566,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0474,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0285,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Miao_0413,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0249,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0156,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0281,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0074,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0540,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0566,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0597,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0185,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0087,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0438,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0003,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0211,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0025,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0313,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0547,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0357,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0260,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0229,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0365,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0110,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0433,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0470,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0083,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0219,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0427,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0536,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0258,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0119,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0549,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0133,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0012,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0138,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0083,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0235,gpt-4o-mini,en,Li,True,False,True,False,False,False
Li_0003,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0491,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0369,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0566,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0012,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Li_0136,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0040,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0119,gpt-4o-mini,en,Yi,True,False,False,False,False,False
Li_0470,gpt-4o-mini,en,Li,False,False,False,False,False,True
Tibetan_0305,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0540,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0258,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0102,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0025,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0077,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0071,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Miao_0362,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0040,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0507,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0156,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0362,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0196,gpt-4o-mini,en,Li,False,False,False,False,False,True
Dong_0110,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Dong_0454,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0557,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0305,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0507,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0413,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0507,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0588,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0281,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0249,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0365,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0074,gpt-4o-mini,en,Yi,False,False,False,False,False,True
Tibetan_0560,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0560,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0030,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0413,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0588,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0011,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0599,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0592,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0110,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0182,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0210,gpt-4o-mini,en,Miao,True,False,False,False,False,False
Yi_0064,gpt-4o-mini,en,Yi,True,False,False,False,False,False
Li_0111,gpt-4o-mini,en,Li,True,False,False,False,False,True
Miao_0073,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0438,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0589,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0007,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0413,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0061,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0235,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0177,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0105,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0083,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0590,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0136,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Miao_0111,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0474,gpt-4o-mini,en,Yi,False,False,False,False,False,True
Dong_0136,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0369,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0596,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0077,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0371,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0330,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0540,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0442,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0330,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0454,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0557,gpt-4o-mini,en,Li,False,False,False,False,False,True
Yi_0313,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0079,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Tibetan_0073,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0537,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0549,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0111,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0370,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0210,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0365,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0433,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0082,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0078,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0031,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0433,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0193,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0596,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0516,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0133,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0470,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0110,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0281,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0166,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Miao_0249,gpt-4o-mini,en,Miao,True,False,False,False,False,False
Yi_0371,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0156,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0078,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Tibetan_0246,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Miao_0317,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0420,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0177,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0571,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0213,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0420,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0236,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0350,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0196,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0285,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0556,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0211,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0420,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Yi_0030,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Yi_0599,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0491,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0087,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0287,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0285,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0193,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Miao_0537,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0136,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0562,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0547,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0276,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0375,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0102,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Tibetan_0183,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0549,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0030,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0589,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0235,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0371,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0219,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0375,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Li_0562,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0557,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0061,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0193,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0011,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0287,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0087,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0571,gpt-4o-mini,en,Miao,True,False,False,False,False,False
Dong_0592,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0537,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0246,gpt-4o-mini,en,Dong,True,False,False,False,False,False
Yi_0210,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0430,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0183,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0211,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0229,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0219,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0317,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0138,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Dong_0064,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0025,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0454,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Miao_0102,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Dong_0588,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0589,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0196,gpt-4o-mini,en,Yi,True,False,False,False,False,False
Li_0077,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0313,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0571,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0547,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0040,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0301,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0589,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0571,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0166,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0079,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Li_0491,gpt-4o-mini,en,Li,False,False,False,False,False,False
Li_0596,gpt-4o-mini,en,Li,False,False,False,False,False,True
Li_0249,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0196,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Dong_0084,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Tibetan_0424,gpt-4o-mini,en,Tibetan,False,False,False,False,True,False
Dong_0219,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Yi_0138,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Tibetan_0596,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Miao_0370,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Yi_0562,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0588,gpt-4o-mini,en,Li,False,False,False,False,False,False
Yi_0084,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Dong_0003,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0371,gpt-4o-mini,en,Li,False,False,False,False,False,False
Dong_0007,gpt-4o-mini,en,Dong,False,False,False,False,False,False
Li_0011,gpt-4o-mini,en,Li,False,False,False,False,False,False
Miao_0305,gpt-4o-mini,en,Miao,False,False,False,False,False,False
Tibetan_0064,gpt-4o-mini,en,Tibetan,False,False,False,False,False,False
Yi_0454,gpt-4o-mini,en,Yi,False,False,False,False,False,False
Li_0566,gpt-4o-mini,en,Li,False,False,False,False,False,False
Tibetan_0177,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Dong_0375,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Tibetan_0430,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Li_0357,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Li_0182,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Tibetan_0260,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Tibetan_0239,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Li_0369,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Dong_0082,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Yi_0246,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Dong_0350,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Li_0260,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Yi_0011,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Dong_0074,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Tibetan_0007,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Tibetan_0371,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Yi_0281,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Dong_0596,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Tibetan_0031,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Yi_0079,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Yi_0236,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Yi_0547,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Miao_0287,gpt-4o-mini,zh,Miao,False,False,False,False,False,False
Tibetan_0210,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Dong_0313,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Yi_0177,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Yi_0012,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Miao_0119,gpt-4o-mini,zh,Miao,False,False,False,False,False,False
Li_0420,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Tibetan_0193,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Yi_0538,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Tibetan_0133,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Yi_0365,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Li_0375,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Dong_0566,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Tibetan_0258,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Yi_0350,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Dong_0305,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Miao_0350,gpt-4o-mini,zh,Miao,False,False,False,False,False,False
Dong_0537,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Tibetan_0074,gpt-4o-mini,zh,Tibetan,False,False,False,False,False,False
Dong_0301,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Yi_0040,gpt-4o-mini,zh,Yi,False,False,False,False,False,False
Li_0040,gpt-4o-mini,zh,Li,False,False,False,False,False,False
Dong_0258,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Dong_0239,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
Dong_0111,gpt-4o-mini,zh,Dong,False,False,False,False,False,False
